"name","label","data_type","value_labels","n_missing","complete_rate","min","median","max","mean","sd","n_value_labels","hist","format.spss","display_width"
"r02c","Hombres pupilos","numeric",NA,56190,0.0010666666666666602,"0.0e+00","0.0e+00","     6",0.6333333333333333,1.2068542476791648,NA,"▇▁▁▁▁","F2.0","6"
"r02d","Mujeres pupilas","numeric",NA,56190,0.0010666666666666602,"0.0e+00","1.0e+00","     5",1.0666666666666667,0.9181164703387825,NA,"▇▁▁▁▁","F2.0","6"
"r03","Realizó el hogar viajes turísticos o de negocios","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9535288888888889,0.2105049517661029,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r0401","Viajes con pernoctación","numeric",NA,53636,0.04647111111111113,"0.0e+00","0.0e+00","    10",0.41009946442234124,0.8033543755009547,NA,"▇▁▁▁▁","F2.0","6"
"r0402","Viajes de un día","numeric",NA,53636,0.04647111111111113,"0.0e+00","1.0e+00","    10",1.0581484315225709,1.0118247373169549,NA,"▇▁▁▁▁","F2.0","6"
"r0501","Gasto en viajes con pernoctación","numeric",NA,55538,0.012657777777777768,"0.0e+00","1.8e+02","  2500",339.5126404494382,434.148308424421,NA,"▇▂▁▁▁","F8.2","7"
"r0502","Gasto en viajes de un día","numeric",NA,54284,0.034951111111111155,"0.0e+00","5.0e+01","  1000",78.38860630722279,86.06113900128864,NA,"▇▁▁▁▁","F8.2","7"
"r06","Hay menores de edad cuyos padres no viven en el hogar","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.891448888888889,0.31107794478892725,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r06a","Ausencia por muerte","haven_labelled","1. No,
2. Padre,
3. Madre,
4. Ambos",50144,0.10855111111111115,"   1","   1.0","    4",1.1429741238126434,0.42605240704421266,4,"▇▁▁▁▁▁▁▁","F1.0","6"
"r06b","Ausencia por migración","haven_labelled","1. No,
2. Padre,
3. Madre,
4. Ambos",50144,0.10855111111111115,"   1","   1.0","    4",1.2237143792990501,0.5658021286566381,4,"▇▁▁▁▁▁▁▁","F1.0","6"
"r06c","Ausencia por abandono","haven_labelled","1. No,
2. Padre,
3. Madre,
4. Ambos",50144,0.10855111111111115,"   1","   2.0","    4",1.9939403865050769,0.8348251146434352,4,"▃▁▇▁▁▁▁▁","F1.0","6"
"r06otr","Ausencia por otra razón","numeric",NA,56086,0.00291555555555556,"1.0e+00","1.0e+00","    14",1.8658536585365855,2.2223747599234507,NA,"▇▁▁▁▁","F2.0","6"
"r103","Relación de parentesco","haven_labelled","1. Jefe(a),
2. Esposa(o), compañera(o),
3. Hijo(a),
4. Padre/Madre,
5. Hermano(a),
6. Yerno/Nuera,
7. Nieto(a),
8. Suegro(a),
9. Otros familiares,
10. Empleada(o) doméstica(o),
11. Otros",0,1,"   1","   3.0","   11",2.7532266666666665,1.9857692945990209,11,"▇▆▁▁▁▁▁▁","F2.0","6"
"r103otr","Otra relación de parentesco","numeric",NA,55931,0.005671111111111071,"1.0e+00","1.0e+00","     3",1.3636363636363635,0.5489217040381021,NA,"▇▁▃▁▁","F2.0","6"
"r104","Sexo","haven_labelled","1. Hombre,
2. Mujer",0,1,"   1","   2.0","    2",1.5366222222222221,0.4986614417811079,2,"▇▁▁▁▁▁▁▇","F1.0","6"
"r105m","Mes de nacimiento","haven_labelled","1. Enero,
2. Febrero,
3. Marzo,
4. Abril,
5. Mayo,
6. Junio,
7. Julio,
8. Agosto,
9. Septiembre,
10. Octubre,
11. Noviembre,
12. Diciembre",1680,0.9701333333333333,"   1","   7.0","   12",6.524555616639179,3.4330140022191444,12,"▇▃▇▃▃▇▃▇","F2.0","6"
"r105a","Año de nacimiento","numeric",NA,0,1,"1.9e+03","2.0e+03","  2023",1988.7758044444445,21.983349229205157,NA,"▁▃▆▇▇","F4.0","6"
"r106","Edad en años cumplidos","numeric",NA,0,1,"0.0e+00","3.0e+01","    98",33.78305777777778,21.988095013391845,NA,"▇▇▆▃▁","F2.0","6"
"r107","Estado familiar","haven_labelled","1. Acompañado(a),
2. Casado(a),
3. Viudo(a),
4. Divorciado(a),
5. Separado(a),
6. Soltero(a)",10220,0.8183111111111111,"   1","   3.0","    6",3.729459048446665,2.128300982122991,6,"▃▅▁▁▁▁▂▇","F1.0","6"
"r108a","Número de orden del padre (menores de edad)","numeric",NA,40573,0.2787022222222222,"1.0e+00","2.0e+00","    99",41.42374178733176,48.06148519319742,NA,"▇▁▁▁▆","F2.0","6"
"r108b","Numero de orden de la madre (menores de edad)","numeric",NA,40573,0.2787022222222222,"1.0e+00","2.0e+00","    99",11.560949161191555,29.110028985118646,NA,"▇▁▁▁▁","F2.0","6"
"r201a","Asiste a un centro de educación inicial (menores de 4 años)","haven_labelled","1. Sí,
2. No",53295,0.05253333333333332,"   1","   2.0","    2",1.9560067681895092,0.20511476044105373,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r202a","Sabe leer y escribir","haven_labelled","1. Sí,
2. No,
3. Sí, sólo leer",2955,0.9474666666666667,"   1","   1.0","    3",1.1618725959283236,0.39054107482321637,3,"▇▁▁▂▁▁▁▁","F1.0","6"
"r202b","Donde aprendió a leer y escribir","haven_labelled","1. Centro educativo o escuela,
2. Familiares, amigo(a) o vecino(a),
3. Círculos de alfabetización,
4. Escuela nocturna,
5. Otros,
6. A distancia semi presencial,
7. A distancia",10684,0.8100622222222222,"   1","   1.0","    7",1.0229557125927227,0.22593737459200744,7,"▇▁▁▁▁▁▁▁","F1.0","6"
"r202botr","Otro lugar donde aprendió a leer y escribir","numeric",NA,56221,5.155555555556024e-4,"1.0e+00","1.0e+00","     9",1.7241379310344827,1.9620789215985377,NA,"▇▁▁▁▁","F2.0","6"
"r203","Estudia actualmente","haven_labelled","1. Sí,
2. No",2955,0.9474666666666667,"   1","   2.0","    2",1.7460174500422179,0.4352918211507838,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r204","Nivel que cursa actualmente","haven_labelled","0. Educación inicial,
1. Parvularia (1° a 3°),
2. Básica (1° a 9°),
3. Media (10° a 13°),
4. Superior universitario (1° a 15°),
4.1. Curso de nivelación (1°),
5. Superior no universitario (1° a 3°),
6. Educación especial (ciclos I, II, III, IV),
7. Otros",42714,0.24063999999999997,"   0","   2.0","    6",2.250886524822695,0.8780872755694421,9,"▁▂▇▂▁▂▁▁","F12.1","6"
"r204otr","Otro nivel que cursa actualmente","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r204g","Grado que cursa actualmente","numeric",NA,42731,0.24033777777777776,"1.0e+00","4.0e+00","    15",4.884310969746283,3.1733123709790205,NA,"▇▅▃▂▁","F2.0","6"
"r205","Está repitiendo el grado que cursa","haven_labelled","1. Sí,
2. No",46283,0.17719111111111108,"   1","   2.0","    2",1.9522423999197351,0.21326362772605265,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r206a","Numero de veces que esta repitiendo el grado que cursa","numeric",NA,55774,0.00846222222222226,"1.0e+00","1.0e+00","     3",1.3529411764705883,0.5924185617635401,NA,"▇▁▂▁▁","F1.0","6"
"r207","Razón por la que está repitiendo el grado","haven_labelled","1. Abandonó los estudios antes de finalizar el año escolar,
2. Reprobó o aplazó el año escolar,
3. Padre/Madre le matricularon en el mismo grado,
4. Otros",55774,0.00846222222222226,"   1","   2.0","    4",1.6869747899159664,0.6994121497032971,4,"▆▁▇▁▁▁▁▁","F1.0","6"
"r207otr","Otra razón por la que está repitiendo el grado","numeric",NA,56234,2.844444444444205e-4,"1.0e+00","2.0e+00","     2",1.75,0.44721359549995793,NA,"▂▁▁▁▇","F2.0","6"
"r208","Razón por la que abandonó o reprobó el grado","haven_labelled","1. Necesita trabajar,
2. Problemas en el hogar,
3. Muy caro,
4. Por enfermedad,
5. Discapacidad,
6. Padre y/o madre no quieren que estudie,
7. Dificultades económicas,
8. La escuela está muy lejos,
9. No le interesa estudiar,
10. Trabajo doméstico y cuidado,
11. Repite mucho,
12. Cambio de domicilio,
13. La escuela está inhabilitada,
14. Por las maras,
15. Otros",55807,0.007875555555555525,"   1","   8.0","   15",6.72686230248307,4.106597257774078,15,"▇▅▁▁▇▂▁▂","F2.0","6"
"r208otr","Otra razón por la que abandonó o reprobó el grado","numeric",NA,56224,4.6222222222225273e-4,"2.0e+00","3.0e+00","    12",5.5,3.3852621759621515,NA,"▇▁▁▅▁","F2.0","6"
"r209","Estudió la parvularia","haven_labelled","1. Sí,
2. No",46283,0.17719111111111108,"   1","   1.0","    2",1.0838767934182802,0.27721685970928217,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r210a","Tipo de centro de enseñanza al que asiste","haven_labelled","1. Público,
2. Laico,
3. Religioso",42584,0.24295111111111112,"   1","   1.0","    3",1.2527440362944533,0.5567023087488808,3,"▇▁▁▁▁▁▁▁","F1.0","6"
"r210b","Tiene el centro de enseñanza centro de cómputo o aula informática","haven_labelled","1. Sí,
2. No",42731,0.24033777777777776,"   1","   1.0","    2",1.3347880760411273,0.4719337823081752,2,"▇▁▁▁▁▁▁▅","F1.0","6"
"r210c","Tiene el centro de enseñanza biblioteca","haven_labelled","1. Sí,
2. No",42731,0.24033777777777776,"   1","   1.0","    2",1.4856868111546713,0.4998135765762693,2,"▇▁▁▁▁▁▁▇","F1.0","6"
"r211a","Recibe gratis del centro de enseñanza asistencia médica","haven_labelled","1. Sí,
2. No",44458,0.20963555555555557,"   1","   2.0","    2",1.5596166892808685,0.4964541786935876,2,"▆▁▁▁▁▁▁▇","F1.0","6"
"r211b","Recibe gratis del centro de enseñanza alimentos","haven_labelled","1. Sí,
2. No",44458,0.20963555555555557,"   1","   1.0","    2",1.1524762550881953,0.35949715790705067,2,"▇▁▁▁▁▁▁▂","F1.0","6"
"r211c","Recibe gratis del centro de enseñanza textos","haven_labelled","1. Sí,
2. No",44458,0.20963555555555557,"   1","   1.0","    2",1.3015603799185889,0.458954878070028,2,"▇▁▁▁▁▁▁▃","F1.0","6"
"r211d","Recibe gratis del centro de enseñanza beca para matrícula","haven_labelled","1. Sí,
2. No",44458,0.20963555555555557,"   1","   2.0","    2",1.9783751696065128,0.14546130569783336,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r211e","Recibe gratis del centro de enseñanza beca de cuota escolar","haven_labelled","1. Sí,
2. No",44458,0.20963555555555557,"   1","   2.0","    2",1.977103120759837,0.14958111375604552,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r211f","Recibe gratis del centro de enseñanza zapatos","haven_labelled","1. Sí,
2. No",44458,0.20963555555555557,"   1","   1.0","    2",1.0881105834464044,0.2834676750627143,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r211g","Recibe gratis del centro de enseñanza útiles escolares","haven_labelled","1. Sí,
2. No",44458,0.20963555555555557,"   1","   1.0","    2",1.087347354138399,0.28235536964131347,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r211h","Recibe gratis del centro de enseñanza uniformes","haven_labelled","1. Sí,
2. No",44458,0.20963555555555557,"   1","   1.0","    2",1.0920963364993215,0.28917415633935073,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r212","Ha asistido alguna vez a algún centro de enseñanza","haven_labelled","1. Sí,
2. No",16491,0.7068266666666667,"   1","   1.0","    2",1.134837395306723,0.3415541044872445,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r213","Tipo de centro de enseñanza al que asistió","haven_labelled","1. Público,
2. Laico,
3. Religioso",21852,0.6115200000000001,"   1","   1.0","    3",1.0907901622187337,0.31242464909581774,3,"▇▁▁▁▁▁▁▁","F1.0","6"
"r214","Último nivel cursado y aprobado","haven_labelled","0. Educación inicial,
1. Parvularia (1° a 3°),
2. Básica (1° a 9°),
3. Media (10° a 13°),
4. Superior universitario (1° a 15°),
5. Superior no universitario (1° a 3°),
6. Educación especial (ciclos I, II, III, IV),
7. Otros,
8. Ninguno",21852,0.6115200000000001,"   0","   2.0","    8",2.6230594802023375,1.005271294683032,9,"▁▇▃▁▁▁▁▁","F1.0","6"
"r214otr","Otro último nivel cursado y aprobado","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r215","Último grado que aprobó","numeric",NA,22389,0.6019733333333334,"1.0e+00","7.0e+00","    15",7.156847110244825,3.546692947282066,NA,"▆▇▆▇▁","F1.0","6"
"r216a","Repitió el último grado que aprobó","haven_labelled","1. Sí,
2. No",26331,0.5318933333333333,"   1","   2.0","    2",1.9863631805875865,0.1159797661641624,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r216b","Número de veces que repitió el último grado que aprobó","numeric",NA,55842,0.007253333333333334,"1.0e+00","2.0e+00","     3",1.7254901960784315,0.7602774967993721,NA,"▇▁▆▁▃","F1.0","6"
"r217","Título o diploma que obtuvo en el nivel más alto que aprobó","haven_labelled","1. No obtuvo,
2. Bachillerato general,
3. Bachillerato técnico,
4. Profesorado,
5. Técnico superior no universitario,
6. Título universitario de 3 años,
7. Título universitario de 5 años,
8. Título universitario de más de 5 años (medicina),
9. Post-grado,
10. Otros",22378,0.6021688888888889,"   1","   1.0","    9",1.959081247047709,1.6533202240435223,10,"▇▂▁▁▁▁▁▁","F2.0","6"
"r217otro","Otro título o diploma que obtuvo en el nivel más alto que aprobó","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r218","Carrera en la cual se graduó de pregrado o postgrado","haven_labelled","1. Administración de empresas/Mercadeo,
2. Contabilidad,
3. Derecho,
4. Comunicaciones,
5. Medicina,
6. Ingeniería,
7. Psicología,
8. Otros",54061,0.03891555555555559,"   1","   6.0","    8",5.23435358611238,2.7574708733094657,8,"▃▁▂▁▁▃▁▇","F1.0","6"
"r218otr","Otra carrera en la cual se graduó de pregrado o postgrado","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r219","Razón por la que no estudia actualmente","haven_labelled","1. Necesita trabajar,
2. Causas del hogar,
3. Muy caro,
4. Enfermedad,
5. Discapacidad,
6. Padre y/o madre no quieren,
7. Por la edad,
8. Finalizó sus estudios,
9. No hay escuela cercana,
10. No le interesa,
11. Repite mucho,
12. Trabajo doméstico y cuidado,
13. Centro de enseñanza inhabilitado,
14. No hay escuela para adultos,
15. Por embarazo,
16. Por maternidad,
17. Otros,
18. Violencia o inseguridad",16491,0.7068266666666667,"   1","   3.0","   18",4.713121557383234,4.099711305747049,18,"▇▁▃▁▂▂▁▁","F2.0","6"
"r219otr","Otra razón por la que no estudia actualmente","numeric",NA,56147,0.0018311111111111167,"1.0e+00","1.5e+01","    66",21.223300970873787,22.363280494752104,NA,"▇▃▁▂▂","F2.0","6"
"r220a1","Gastó anualmente en matrícula","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   1.0","    1",0.8131128347724279,0.38983518710747367,2,"▂▁▁▁▁▁▁▇","F1.0","6"
"r220a2","Monto anual gastado en matrícula","numeric",NA,53944,0.04099555555555556,"5.0e+00","9.0e+01","  1000",131.72217259323503,133.1829410252559,NA,"▇▂▁▁▁","F8.2","7"
"r220b1","Gastó anualmente en útiles","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   0.0","    1",0.3679935606614957,0.4822772228505605,2,"▇▁▁▁▁▁▁▅","F1.0","6"
"r220b2","Monto anual gastado en útiles","numeric",NA,47834,0.14961777777777774,"1.0e+00","2.5e+01","   500",34.742841017110266,36.22826365537297,NA,"▇▁▁▁▁","F8.2","7"
"r220c1","Gastó anualmente en uniformes","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   1.0","    1",0.5700278062344505,0.4950899336512043,2,"▆▁▁▁▁▁▁▇","F1.0","6"
"r220c2","Monto anual gastado en uniformes","numeric",NA,50473,0.10270222222222225,"5.0e+00","1.6e+01","   300",25.008869655530553,24.283686557976765,NA,"▇▁▁▁▁","F8.2","7"
"r220d1","Gastó anualmente en textos","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   1.0","    1",0.7179862432313772,0.4499964614581147,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r220d2","Monto anual gastado en textos","numeric",NA,52690,0.06328888888888884,"5.0e+00","2.2e+01","   350",40.928772471910115,49.41084564108412,NA,"▇▁▁▁▁","F8.2","7"
"r220e1","Gastó anualmente en calzado escolar","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   1.0","    1",0.5999560954192887,0.48992483377394414,2,"▆▁▁▁▁▁▁▇","F1.0","6"
"r220e2","Monto anual gastado en calzado escolar","numeric",NA,50876,0.09553777777777783,"5.0e+00","2.5e+01","   250",29.465909936732416,21.61749604487999,NA,"▇▁▁▁▁","F8.2","7"
"r220f1","Gastó anualmente en cuota de padres/madres de familia","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   1.0","    1",0.9468754573393824,0.22429000587321327,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r220f2","Monto anual en cuota de padres/madres de familia","numeric",NA,55654,0.01059555555555558,"1.0e+00","1.0e+01","    30",10.971057046979865,7.960214962054625,NA,"▇▆▂▃▁","F8.2","7"
"r221a1","Gastó mensualmente en cuota escolar","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   1.0","    1",0.8159666325186594,0.3875255813030238,2,"▂▁▁▁▁▁▁▇","F1.0","6"
"r221a2","Monto mensual en cuota escolar","numeric",NA,54069,0.038773333333333326,"5.0e+00","5.0e+01","   200",55.39160935350757,37.393660588732246,NA,"▇▇▂▁▁","F8.2","7"
"r221b1","Gastó mensualmente en transporte","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   1.0","    1",0.6974974388994585,0.459358468031493,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r221b2","Monto mensual en transporte","numeric",NA,52221,0.07162666666666662,"1.0e+00","2.0e+01","   200",23.709868453710598,22.629323681357352,NA,"▇▁▁▁▁","F8.2","7"
"r221c1","Gastó mensualmente en refrigerio","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   0.0","    1",0.14261671301039075,0.3496943442249685,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r221c2","Monto mensual en refrigerio","numeric",NA,44793,0.20367999999999997,"1.0e+00","2.0e+01","   160",26.80823950423322,21.609795960194443,NA,"▇▂▁▁▁","F8.2","7"
"r221d1","Tuvo otros gastos mensuales escolares","haven_labelled","1. Sí,
2. No",42584,0.24295111111111112,"   0","   1.0","    1",0.9062637201814723,0.2914721363367347,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r221d2","Monto mensual en otros gastos","numeric",NA,55051,0.021315555555555532,"1.0e+00","3.5e+00","   300",16.49231859883236,35.82350288185756,NA,"▇▁▁▁▁","F8.2","7"
"gasto_mat_iniciacion","Monto anual gastado en educación el año anterior para este año","numeric",NA,56131,0.002115555555555537,"1.0e+01","3.0e+01","   170",46.477310924369746,39.7397586998355,NA,"▇▃▂▁▁","F8.2","7"
"r301","Tipo de vivienda","haven_labelled","1. Casa privada o independiente,
2. Apartamento,
3. Condominio,
4. Pieza en una casa,
5. Pieza en un mesón,
6. Casa improvisada,
7. Rancho,
8. Temporal (Fenómenos naturales: terremotos, inundaciones, etc),
9. Otro tipo de vivienda",0,1,"   1","   1.0","    7",1.1340088888888888,0.6765441427008302,9,"▇▁▁▁▁▁▁▁","F1.0","6"
"r301otr","Otro tipo de vivienda","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r301b","Número de pisos (Concominio)","numeric",NA,56143,0.0019022222222222496,"1.0e+00","3.0e+00","     5",2.8598130841121496,0.9560985791406335,NA,"▁▇▃▅▁","F2.0","6"
"r301c","Vivienda en buen estado","haven_labelled","1. Sí,
2. No",334,0.9940622222222222,"   1","   1.0","    2",1.1018313184061808,0.30242906064943725,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r302","Material predominante en el techo","haven_labelled","1. Losa de concreto,
2. Teja de barro o cemento,
3. Lámina de asbesto o fibra de cemento,
4. Lámina metálica,
5. Paja o palma,
6. Materiales de desecho,
7. Otros materiales",0,1,"   1","   4.0","    7",3.328142222222222,0.8982744718798895,7,"▁▃▂▇▁▁▁▁","F1.0","6"
"r302b","Techo en buen estado","haven_labelled","1. Sí,
2. No",30,0.9994666666666666,"   1","   1.0","    2",1.1137673425827108,0.3175313020244834,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r302otr","Otro material predominante en el techo","numeric",NA,56238,2.1333333333328763e-4,"1.0e+00","1.0e+00","     9",3.6666666666666665,3.9389277113386476,NA,"▇▁▁▁▃","F2.0","6"
"r303","Material predominante en las paredes","haven_labelled","1. Concreto o mixto,
2. Bahareque,
3. Adobe,
4. Madera,
5. Lámina metálica,
6. Paja o palma,
7. Materiales de desecho,
8. Otros materiales",0,1,"   1","   1.0","    8",1.658968888888889,1.2989341779615007,8,"▇▁▂▁▁▁▁▁","F1.0","6"
"r303b","Paredes en buen estado","haven_labelled","1. Sí,
2. No",126,0.99776,"   1","   1.0","    2",1.1010084812201553,0.30134263873463146,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r303otr","Otro material predominante en las paredes","numeric",NA,56056,0.0034488888888888347,"1.0e+00","1.5e+00","     9",2.2938144329896906,2.093974302586886,NA,"▇▂▁▁▁","F2.0","6"
"r304","Material predominante en el piso","haven_labelled","1. Ladrillo cerámico,
2. Ladrillo de cemento,
3. Ladrillo de barro,
4. Cemento,
5. Tierra,
6. Otros materiales",0,1,"   1","   2.0","    6",2.7034133333333332,1.4727462698967106,6,"▇▇▁▁▇▁▃▁","F1.0","6"
"r304otr","Otro material predominante en el piso","numeric",NA,56225,4.444444444444695e-4,"3.0e+00","4.0e+00","     8",5,1.5545631755148024,NA,"▇▁▅▁▂","F2.0","6"
"r305","Habitaciones de uso exclusivo del hogar","numeric",NA,0,1,"1.0e+00","3.0e+00","    10",2.8258133333333335,1.3691404835681156,NA,"▆▇▁▁▁","F2.0","6"
"r306","Habitaciones utilizadas exclusivamente como dormitorios","numeric",NA,0,1,"0.0e+00","2.0e+00","     9",1.6578133333333334,1.2480252747233131,NA,"▆▇▁▁▁","F2.0","6"
"r307","Habitaciones utilizadas exclusivamente para trabajar o para negocio","numeric",NA,0,1,"0.0e+00","0.0e+00","     7",0.02885333333333333,0.1792925944227314,NA,"▇▁▁▁▁","F1.0","6"
"r308","Forma de tenencia de la vivienda","haven_labelled","1. Inquilino(a),
2. Propietario(a) de la vivienda pero la está pagando a plazos,
3. Propietario(a),
4. Propietario(a) de la vivienda en terreno público,
5. Propietario(a) de la vivienda en terreno privado,
5.1. Propietario(a) de la vivienda en terreno privado de familiar,
6. Colono(a),
7. Guardián de la vivienda,
8. Ocupante gratuito,
9. Otros",0,1,"   1","   3.0","    9",3.995521777777778,2.2578821146964394,10,"▂▇▁▁▁▁▃▁","F1.0","6"
"r308otr","Otra forma de tenencia de la vivienda","numeric",NA,56235,2.666666666666373e-4,"1.0e+00","1.0e+00","     1",1,0,NA,"▁▁▇▁▁","F2.0","6"
"r308b","Número de orden del propietario","numeric",NA,23511,0.5820266666666667,"1.0e+00","1.0e+00","     8",1.2392864779009745,0.6388043837917328,NA,"▇▁▁▁▁","F2.0","6"
"r308c","Cuota mensual (alquiler o pago a plazos)","numeric",NA,48681,0.13456,"1.0e+01","1.0e+02","  1600",127.93729554762848,120.76377672325658,NA,"▇▁▁▁▁","F8.2","7"
"r309","Paga con algún bien o servicio el uso de la vivienda","haven_labelled","1. Sí,
2. No",43938,0.21887999999999996,"   1","   2.0","    2",1.940220922677063,0.23708670293891945,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r310","Valor que tendrían los bienes o servicios pagados","numeric",NA,55524,0.012906666666666622,"1.0e+01","5.0e+01","   500",72.58264462809917,73.88302535973091,NA,"▇▁▁▁▁","F8.2","7"
"r310a","Valor que pagaría por mes si tuviera que alquilar la vivienda","numeric",NA,10448,0.8142577777777777,"1.0e+01","7.5e+01","  1500",102.31413475394088,103.6677162771375,NA,"▇▁▁▁▁","F8.2","7"
"r311","Tipo de alumbrado de la vivienda","haven_labelled","1. Electricidad,
2. Conexión eléctrica del vecino(a),
3. Kerosene (gas),
4. Candela,
5. Panel solar,
6. Generador eléctrico,
7. Otra clase",0,1,"   1","   1.0","    7",1.1791466666666666,0.6399187245055975,7,"▇▁▁▁▁▁▁▁","F1.0","6"
"r311otr","Otro tipo de alumbrado de la vivienda","numeric",NA,55906,0.006115555555555541,"1.0e+00","1.0e+00","     8",2.005813953488372,1.8310477270395933,NA,"▇▁▂▁▁","F2.0","6"
"r312","Tiene la vivienda servicio de agua por cañería","haven_labelled","1. Dentro de la vivienda con abastecimiento público (ANDA),
2. Dentro de la vivienda con otro tipo de abastecimiento,
3. Fuera de la vivienda pero dentro de la propiedad con abastecimiento público (ANDA),
4. Fuera de la vivienda pero dentro de la propiedad con otro tipo de abastecimiento,
4.1. Tubería por poliducto (buen estado),
5. No tiene,
6. Tiene pero no le cae (por más de un mes)",0,1,"   1","   4.0","    6",3.209456,1.4959954744795465,7,"▆▂▁▂▇▁▅▁","F2.1","6"
"r312d","Días de la última semana que le cayó agua","numeric",NA,11680,0.7923555555555556,"0.0e+00","7.0e+00","     7",5.3366838680726945,2.150216634484474,NA,"▁▁▃▁▇","F1.0","6"
"r312h","Horas al día de la última semana que le cayo agua","numeric",NA,11680,0.7923555555555556,"0.0e+00","2.3e+01","    24",15.275342158402513,9.31344072692201,NA,"▃▂▂▁▇","F2.0","6"
"r313","Forma de abastecimiento de agua de la vivienda","haven_labelled","1. Cañería del vecino(a),
2. Pila, chorro público o cantarera,
3. Camión, carreta o pipa,
4. Pozo con tubería privado,
4.1. Pozo con tubería público,
5. Pozo protegido privado,
5.1. Pozo protegido público,
6. Pozo no protegido privado,
6.1. . 'Pozo no protegido público',
7. Ojo de agua, río o quebrada,
8. Manantial protegido,
9. Manantial no protegido,
10. Colecta agua lluvia,
11. Acarreo de cañería del vecino(a),
12. Chorro común,
13. Otros medios",44570,0.2076444444444444,"   1","   3.0","   13",3.6936986301369865,2.9999003354050036,16,"▇▃▂▂▁▁▁▁","F2.1","6"
"r313otr","Otra forma de abastecimiento de agua de la vivienda","numeric",NA,56104,0.002595555555555573,"1.0e+00","2.0e+00","     4",2.1027397260273974,0.5474637705511949,NA,"▁▇▁▁▁","F2.0","6"
"r314","Tiene servicio sanitario de la vivienda","haven_labelled","1. Sí, dentro de la vivienda,
2. Sí, fuera de la vivienda,
3. Sí tiene pero no lo utiliza,
4. No tiene",0,1,"   1","   2.0","    4",1.7702933333333333,0.7131958597540992,4,"▅▁▇▁▁▁▁▁","F1.0","6"
"r315","Cuenta con acceso a servicio sanitario la vivienda","haven_labelled","1. 1.Si de familiar  o amigos(a),
2. 2.No tiene",53123,0.05559111111111115,"   1","   1.0","    2",1.2737448033258714,0.4459508766377499,2,"▇▁▁▁▁▁▁▃","F1.0","6"
"r316","Tipo de servicio sanitario que utiliza","haven_labelled","1. Inodoro a alcantarillado,
2. Inodoro a fosa séptica,
3. Inodoro común a alcantarillado,
4. Inodoro común a fosa séptica,
5. Letrina privada,
6. Letrina común,
7. Letrina abonera privada,
8. Letrina abonera común,
9. Letrina solar privada,
10. Letrina solar común",856,0.9847822222222222,"   1","   2.0","   10",3.1415135213199985,2.038185799251739,10,"▇▁▁▃▁▁▁▁","F2.0","6"
"r317a","Forma en la que se deshacen de las excretas","haven_labelled","1. Las depositan en servicio sanitario,
2. Se depositan en un pozo o resumidero,
3. Se depositan en una quebrada o río,
4. va a la calle o al aire libre,
5. Otros",55394,0.015217777777777775,"   1","   4.0","    5",3.9205607476635516,0.4055148065036705,5,"▁▁▁▁▁▇▁▁","F1.0","6"
